content,score,clean
pilihan terbaik utk transportasi berbasis online. pertahankan dan tingkatkan mutu layanan.,5,pilihan terbaik utk transportasi berbasis online pertahankan dan tingkatkan mutu layanan
sukaa,5,sukaa
Kenapa ya kalau saya ingin memesan makanan itu dapat drivernya susah banget tolong dong diperbaiki lagi saya tunggu responnya,2,kenapa ya kalau saya ingin memesan makanan itu dapat drivernya susah banget tolong dong diperbaiki lagi saya tunggu responnya
pembohong dan menindas rakyat kecil,1,pembohong dan menindas rakyat kecil
"Apa ya baru kali ini, gomart di cancel driver sampe 2 kali, sesibuk itu atau emang gamau ambil orderan yang tarifnya rendah. Sombong banget. gue nungguin udah 30mnt lebih padahal lagi sakit dan gada yang bisa gua suruh, tapi malah kaya gini pelayanannya kacau.",2,apa ya baru kali ini gomart di cancel driver sampe  kali sesibuk itu atau emang gamau ambil orderan yang tarifnya rendah sombong banget gue nungguin udah mnt lebih padahal lagi sakit dan gada yang bisa gua suruh tapi malah kaya gini pelayanannya kacau
driver pada lama² banget dapetnya mau gojek atau pun gofood,1,driver pada lama banget dapetnya mau gojek atau pun gofood
Beberapa kali order gofood dan sudah di proses atau menunggu lama tapi tiba2 dibatalkan sistem,2,beberapa kali order gofood dan sudah di proses atau menunggu lama tapi tiba dibatalkan sistem
"Penanganan masalah lambat ,tidak ada kepedulian, baik terhadap customer dan driver yang terkena musibah",1,penanganan masalah lambat tidak ada kepedulian baik terhadap customer dan driver yang terkena musibah
luar biasa,5,luar biasa
"gatau kenapa skrng, lama bangt buat dpet deivernya udah 4x bgini susah dapet driver",3,gatau kenapa skrng lama bangt buat dpet deivernya udah x bgini susah dapet driver
khusus tanah bumbu (batulicin) driver nya stay di gacoan jdi outlet lain susah dapat driver!!!,1,khusus tanah bumbu batulicin driver nya stay di gacoan jdi outlet lain susah dapat driver
"PESEN GOFOOD LAMA BGT DAPET DRIVER NYA, SAYA CANCEL KARENA HAMPIR 2 JAM GADAPET DRIVER!!!!",1,pesen gofood lama bgt dapet driver nya saya cancel karena hampir  jam gadapet driver
susah bgt order gosend,1,susah bgt order gosend
"pesan makanan udah 1 jam ga dikirim, gabisa dibatalin kocak bener",1,pesan makanan udah  jam ga dikirim gabisa dibatalin kocak bener
CACAT,1,cacat
"Nambah lama nambah aneh. pesen goride yg udh mode comfort sekalipun susah bgt dapat driver, driver banyak yg dekat tp ga ada yang respon, sekalinya dapat juga driver yg jauh kali dari titik ku. Sama halnya dengen pesan gofood, udahlah lama, sekalinya dapet tinggal anter makan eh malah di cancel driver. Pesan makanan doang sampe 4jam lebih tnp hasil.",1,nambah lama nambah aneh pesen goride yg udh mode comfort sekalipun susah bgt dapat driver driver banyak yg dekat tp ga ada yang respon sekalinya dapat juga driver yg jauh kali dari titik ku sama halnya dengen pesan gofood udahlah lama sekalinya dapet tinggal anter makan eh malah di cancel driver pesan makanan doang sampe jam lebih tnp hasil
"harganya gilaaaa , mending pake indriver",2,harganya gilaaaa  mending pake indriver
aplikasi ini sangat membantu dalam proses perjalanan saya,5,aplikasi ini sangat membantu dalam proses perjalanan saya
Sudah 2 hari saya memesan GoFood tidak mendapatkan driver di daerah malang kota. Tolong di jelaskan kenapa bisa terjadi demikian.,5,sudah  hari saya memesan gofood tidak mendapatkan driver di daerah malang kota tolong di jelaskan kenapa bisa terjadi demikian
ga layak digunakan,1,ga layak digunakan
"susah banget dapat driver, mau ride atau food, jangan alasan tarif murah, mau bayar tarif yg mahal pun pada ga mau ambil, padahal di map nya banyak. alasannya jarak juga masih masuk akal, orang kotanya ga sebesar jakarta. beralih sebelah app aja",1,susah banget dapat driver mau ride atau food jangan alasan tarif murah mau bayar tarif yg mahal pun pada ga mau ambil padahal di map nya banyak alasannya jarak juga masih masuk akal orang kotanya ga sebesar jakarta beralih sebelah app aja
"parah banget pesen makanan , gak dapet dapet driver , baru kali ini kecewa sama gojek ,",3,parah banget pesen makanan  gak dapet dapet driver  baru kali ini kecewa sama gojek 
sekarang susah dapat Driver,1,sekarang susah dapat driver
"susah cari driver, sekalinya dapet minta cancel dengan alasan terlalu jauh, sedangkan liat di aplikasi banyak yg Deket, mengecewakan.",1,susah cari driver sekalinya dapet minta cancel dengan alasan terlalu jauh sedangkan liat di aplikasi banyak yg deket mengecewakan
aplikasi nya kadang lelet status pesanan tidak berubah entah dari pihak resto nya atau gimana dan sangat sulit dapat driver padahal banyak driver yg berkeliaran tolong pihak gojek perbaiki lagi dan juga dibeberapa restoran itu kalau kita pesan gofood status nya pesanan disiapin segera begitu dapat driver ini adalah hal yg paling saya tidak suka di gojek mending pake grab,1,aplikasi nya kadang lelet status pesanan tidak berubah entah dari pihak resto nya atau gimana dan sangat sulit dapat driver padahal banyak driver yg berkeliaran tolong pihak gojek perbaiki lagi dan juga dibeberapa restoran itu kalau kita pesan gofood status nya pesanan disiapin segera begitu dapat driver ini adalah hal yg paling saya tidak suka di gojek mending pake grab
Ga dapet driver buat ambil gofood. Mau batalin tapi harus nunggu satu jam 👎🏻,1,ga dapet driver buat ambil gofood mau batalin tapi harus nunggu satu jam 
aplikasi baguss cuman ongkirnya mahal hehe🤭🤭,4,aplikasi baguss cuman ongkirnya mahal hehe
cepet sih,5,cepet sih
"gimana sih, pesen gofood selalu lama dapet drivernya, giliran udah nunggu hampir sejam, ga dapet driver akhirnya di cancel. mending beli makan keluar aja daripada nunggu lama. udah 2 kali begini, kirain udah dibenahi ternyata sama aja.",1,gimana sih pesen gofood selalu lama dapet drivernya giliran udah nunggu hampir sejam ga dapet driver akhirnya di cancel mending beli makan keluar aja daripada nunggu lama udah  kali begini kirain udah dibenahi ternyata sama aja
ştreş bngt,3,tre bngt
aplikasi sampah. driver gofod kalau mereka cancel nunggu driver berikutnya 30-40 menit. gojek sial,1,aplikasi sampah driver gofod kalau mereka cancel nunggu driver berikutnya  menit gojek sial
orang nya baik ramah dan sopan,5,orang nya baik ramah dan sopan
Lama banget nyari Gojeknya,1,lama banget nyari gojeknya
"tolong di perbaiki agar notifnya masuk. kasihan Abang gojeknya ternyata sudah tlp saya berkali kali, tp tdk ada notif masuk sama sekali, harus buka chat gojek dulu. tolong demi kenyamanan bersama. terima kasih",2,tolong di perbaiki agar notifnya masuk kasihan abang gojeknya ternyata sudah tlp saya berkali kali tp tdk ada notif masuk sama sekali harus buka chat gojek dulu tolong demi kenyamanan bersama terima kasih
bgus bnget,5,bgus bnget
driver nya skrng banyak yg jelek,3,driver nya skrng banyak yg jelek
"udah lama nunggu ternyata dicancel,...",1,udah lama nunggu ternyata dicancel
susah dapet driver plss pdhl lg ungent bgt,1,susah dapet driver plss pdhl lg ungent bgt
"burukk,lama banget bookingnya",1,burukklama banget bookingnya
"mohon dibantu ditampilan beranda saya klik go food selalu muncul , Belum ada isinya nih padahal lokasi sudah di set up benar",1,mohon dibantu ditampilan beranda saya klik go food selalu muncul  belum ada isinya nih padahal lokasi sudah di set up benar
"wey susah dapet driver, prioritaspun gak dapet dapet. gimana ini gojek kenapa, driver pada ga mau ambil orderan",2,wey susah dapet driver prioritaspun gak dapet dapet gimana ini gojek kenapa driver pada ga mau ambil orderan
"sekarang susah banget order gojek, driver seringnya tidak komunikatif tidak menjawab mau jemput gak, sudah ditunggu lama lama ternyata tidak dijemput, pengelola app tambahin review bintang difase order dong, jadi kalau ada driver yg gk komunikatif biar bisa kita nilai, karna yg gak kasih info seringkali menghabiskan waktu kita... mending kalau info gak bisa jemput sekalian malah enak kita bisa order yg lain... tapi yg terjadi pembiaran.",2,sekarang susah banget order gojek driver seringnya tidak komunikatif tidak menjawab mau jemput gak sudah ditunggu lama lama ternyata tidak dijemput pengelola app tambahin review bintang difase order dong jadi kalau ada driver yg gk komunikatif biar bisa kita nilai karna yg gak kasih info seringkali menghabiskan waktu kita mending kalau info gak bisa jemput sekalian malah enak kita bisa order yg lain tapi yg terjadi pembiaran
"kembalikan view driver versi mapnya biar bisa pantau drivernya di titik mana, malah di update cuma driver jalan gambar doang",4,kembalikan view driver versi mapnya biar bisa pantau drivernya di titik mana malah di update cuma driver jalan gambar doang
bayar drivernya yang bagus dan dengan jasanya lah... margin tipis yang penting semua sejahtera,5,bayar drivernya yang bagus dan dengan jasanya lah margin tipis yang penting semua sejahtera
"gojek lagi kenapa si kalo aku setiap mesen ga ada yang ambil mulu najis,padahal ada gojeknya pada deket tapi pada ga mau ambil. udah batalin booking lagi masi tetep aja apa rating ku di driver jelek ya,padahal suka kasi tip,jadi males banget sekarang kemana² pesen gojek.",1,gojek lagi kenapa si kalo aku setiap mesen ga ada yang ambil mulu najispadahal ada gojeknya pada deket tapi pada ga mau ambil udah batalin booking lagi masi tetep aja apa rating ku di driver jelek yapadahal suka kasi tipjadi males banget sekarang kemana pesen gojek
Lama tidak buka aplikasi nya bisa log out sendiri. Mau masuk aplikasinya susah.,3,lama tidak buka aplikasi nya bisa log out sendiri mau masuk aplikasinya susah
driver nya ok,5,driver nya ok
harganya sesuai,5,harganya sesuai
bagus pelayanan dan on time,5,bagus pelayanan dan on time
sangat membantu konsumen,5,sangat membantu konsumen
kadang lama banget dapet drivernya🥲,2,kadang lama banget dapet drivernya
"Login susah,, saya customer padahal",1,login susah saya customer padahal
"mls bgt jig. susah bgt nyari driver nya, jd sering telat kalo pake gojek, trus kalo pesen makan juga nyari driver nya lama bgt keburu ga laper lg",1,mls bgt jig susah bgt nyari driver nya jd sering telat kalo pake gojek trus kalo pesen makan juga nyari driver nya lama bgt keburu ga laper lg
"udah beberapa hari ini cari driver lama, bahkan bisa sampai nunggu 2 jam, itupun masih ga dapet. padahal tertera masih banyak driver yang terdeteksi dan dekat. email dan pusat bantuan ga membantu sama sekali.",1,udah beberapa hari ini cari driver lama bahkan bisa sampai nunggu  jam itupun masih ga dapet padahal tertera masih banyak driver yang terdeteksi dan dekat email dan pusat bantuan ga membantu sama sekali
seru,5,seru
"sering susah dapet driver, dg alasan lokasi penjemputan terlalu jauh dan minta di cancel ,kadang diterima tp menghilang dan stuck tidak bergerak tolong diperbaiki lg untuk driver yg seperti ini",5,sering susah dapet driver dg alasan lokasi penjemputan terlalu jauh dan minta di cancel kadang diterima tp menghilang dan stuck tidak bergerak tolong diperbaiki lg untuk driver yg seperti ini
"driver kebanyakan ga gerak ditunggu beberapa menit juga gaada balasan, tolong diberi kebijakan masalah ini.",1,driver kebanyakan ga gerak ditunggu beberapa menit juga gaada balasan tolong diberi kebijakan masalah ini
Gila loh orderan naik prioritas aja tetap susah dpt driver,1,gila loh orderan naik prioritas aja tetap susah dpt driver
sejauh ini mantap pelayanan nya goodjob,5,sejauh ini mantap pelayanan nya goodjob
kalo nyari driver jangan yang jaraknya jauh. tolong banget nungguin driver kelamaan makan waktu banget jadinya,3,kalo nyari driver jangan yang jaraknya jauh tolong banget nungguin driver kelamaan makan waktu banget jadinya
"terlalu lama mendapatkan driver,",3,terlalu lama mendapatkan driver
mantap memudahkan apa saja,5,mantap memudahkan apa saja
Setiap kali pesan selalu telat/tdk ada drivernya padahal sudah menunggu lebih dari 3 jam masih belum dapat,1,setiap kali pesan selalu telattdk ada drivernya padahal sudah menunggu lebih dari  jam masih belum dapat
drivernya terlalu milih milih,1,drivernya terlalu milih milih
"Gojek, driver yang sengaja tidak bergerak, beralasan macet (padahal lengang lancar jalannya, ngecek dari CCTV kota), beralasan titik tidak bisa dijangkau, sengaja tidak cancel order biar penumpang yg cancel dan dia dapat 3k, mohon di evaluasi.",3,gojek driver yang sengaja tidak bergerak beralasan macet padahal lengang lancar jalannya ngecek dari cctv kota beralasan titik tidak bisa dijangkau sengaja tidak cancel order biar penumpang yg cancel dan dia dapat k mohon di evaluasi
ini kenapa ya kok tiba2 gak bisa masuk blass gak bisa di gunakan sama sekalee..ada apa ini tolong jelaskan,1,ini kenapa ya kok tiba gak bisa masuk blass gak bisa di gunakan sama sekaleeada apa ini tolong jelaskan
"booking tidak jelas, harga berubah ubah tiba tiba, tidak dapat driver sampe 1 jam lebih",1,booking tidak jelas harga berubah ubah tiba tiba tidak dapat driver sampe  jam lebih
kebanyakkan update mana mesti wajib update jd gabisa pesan kalau lg buru2 ngenttttt,1,kebanyakkan update mana mesti wajib update jd gabisa pesan kalau lg buru ngenttttt
WOI KALO MAU PESAN HEMAT YA DAPAT DRIVE JAUH MAKANYA PAKAI REGULER BIAR DAPAT DRIVER DEKAT :)),5,woi kalo mau pesan hemat ya dapat drive jauh makanya pakai reguler biar dapat driver dekat 
"systemnya di perbaiki lagi. masa sudah nunggu hampir 1 jam pesan gofood.. resto sudah nerima, udah dapet driver. tiba2 resto tutup. Udah laper pula.",1,systemnya di perbaiki lagi masa sudah nunggu hampir  jam pesan gofood resto sudah nerima udah dapet driver tiba resto tutup udah laper pula
pengantar nya cepat,5,pengantar nya cepat
aman nyaman,5,aman nyaman
"biaya sering naik lebih mahal, driver jauh dan bertingkah, akses melaporkan susah",1,biaya sering naik lebih mahal driver jauh dan bertingkah akses melaporkan susah
jelek bgt pelayanan gofood nya masa pesen sadi jam 12 sianh smpe jam 2 siang g dapet 2 driver malah suruh munggu langi sampe jam 14.45 gila apa mana ga bisa d cancel pula ... perbaiki lagi dong sistem nya udh nunggu lama,1,jelek bgt pelayanan gofood nya masa pesen sadi jam  sianh smpe jam  siang g dapet  driver malah suruh munggu langi sampe jam  gila apa mana ga bisa d cancel pula  perbaiki lagi dong sistem nya udh nunggu lama
"lama lama aplikasi ga ngotak harga untuk customer makin gila mahal banget dibanding grab gila gila,padahal saya sering banget gunain apk ini bahkan saya suka kasih tips buat gojek/gocar kecewa sih.. rating saya aja sebagai custumer lebih tinggi dibanding apk ini kecewa banget pokonya",1,lama lama aplikasi ga ngotak harga untuk customer makin gila mahal banget dibanding grab gila gilapadahal saya sering banget gunain apk ini bahkan saya suka kasih tips buat gojekgocar kecewa sih rating saya aja sebagai custumer lebih tinggi dibanding apk ini kecewa banget pokonya
makin Gak Ada Otak Driver Nya Semua,1,makin gak ada otak driver nya semua
"mending apk ini di tutup saja, setiap cari drive pasti ga ada ya masuk dan percuma nunggu lama lama",1,mending apk ini di tutup saja setiap cari drive pasti ga ada ya masuk dan percuma nunggu lama lama
"susah dapet driver,pesenan susah di batalin . driver sampe ganti 3x .. hadeuh gojek ini pelayanan nya astaga bgt",1,susah dapet driverpesenan susah di batalin  driver sampe ganti x  hadeuh gojek ini pelayanan nya astaga bgt
"pesen makanan doang lama banget 65-75? udh ditunggu eh dibatalin, nyesel gua percaya gojek, MENDING PAKE GRAB KALO GA SHOPPE AJA BUAT MAKAN. GOJEK GA REKOMENDASI",1,pesen makanan doang lama banget  udh ditunggu eh dibatalin nyesel gua percaya gojek mending pake grab kalo ga shoppe aja buat makan gojek ga rekomendasi
di mamuju sulawesi. kalau pesan makanan lama banget sejam .. pdhal dekat rumah,2,di mamuju sulawesi kalau pesan makanan lama banget sejam  pdhal dekat rumah
"ngaco banget sistemnya, dapet driver jauh 1km lebih, bukan apa apa tapi kasihan ke drivenya kocak, driver kalo lama dateng di cancel otomatis dari aplikasi, padahal salah sistem kenapa nyari gojek selalu yang jauh terus, mana kadang suka nyuruh cancel alasannya lagi makan, minum, eek, berak, modol",1,ngaco banget sistemnya dapet driver jauh km lebih bukan apa apa tapi kasihan ke drivenya kocak driver kalo lama dateng di cancel otomatis dari aplikasi padahal salah sistem kenapa nyari gojek selalu yang jauh terus mana kadang suka nyuruh cancel alasannya lagi makan minum eek berak modol
